lot frontage,lot area,overall qual,mas vnr area,exter qual,bsmt qual,bsmt exposure,bsmtfin type 1,total bsmt sf,heating qc,gr liv area,kitchen qual,totrms abvgrd,fireplaces,fireplace qu,garage finish,garage cars,garage area,garage qual,garage cond,wood deck sf,saleprice,ms subclass_60,ms zoning_RM,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_StoneBr,roof style_Hip,exterior 1st_VinylSd,exterior 2nd_VinylSd,foundation_CBlock,foundation_PConc,sale type_New,lot shape_Reg,mas vnr type_BrkFace,mas vnr type_None,mas vnr type_Stone,garage type_Attchd,garage type_Detchd,bldg age,bldg remod age,garage age,total bath
95.0,11639,7,0.0,4,4,1,1,1428.0,5,1428,4,6,0,0,3,2.0,480.0,3,3,0,182000,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,13,12,13.0,2.0
121.0,13758,9,430.0,5,5,4,6,1792.0,5,1792,4,6,1,4,2,3.0,925.0,3,3,204,372397,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,15,14,15.0,3.0
70.49333333333334,9771,6,190.0,4,4,1,2,1077.0,5,2814,4,9,1,3,3,2.0,614.0,3,3,48,260000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,18,25.0,6.0
50.0,9000,5,0.0,3,3,1,1,610.0,5,819,4,4,0,0,0,0.0,0.0,0,0,0,72000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,101,70,70.0,1.0
60.0,10320,3,0.0,2,3,1,1,536.0,5,1344,3,8,0,0,0,0.0,0.0,0,0,42,82375,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,105,70,70.0,2.0
80.96551724137932,10448,6,333.0,3,3,1,1,689.0,3,2119,3,7,1,3,2,2.0,583.0,3,3,0,158000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,48,48,48.0,4.0
50.0,8635,5,0.0,3,3,1,4,672.0,3,1285,3,6,0,0,1,1.0,240.0,3,3,0,127000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,72,19,72.0,2.0
83.0,11980,7,177.0,4,4,4,6,1433.0,5,1433,4,4,2,3,2,2.0,528.0,4,4,0,270000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,33,33,33.0,4.0
79.0,12327,8,0.0,4,4,4,6,1496.0,5,2132,4,5,1,4,3,2.0,612.0,4,3,349,316600,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,37,11,37.0,4.0
124.0,11512,6,84.0,3,3,3,5,1019.0,4,1357,5,5,1,4,2,1.0,312.0,3,3,0,177000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,61,14,61.0,2.0
90.0,14684,7,234.0,4,4,2,5,2158.0,4,2196,4,7,1,3,2,3.0,701.0,3,3,84,271900,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,30,29,30.0,2.0
26.80952380952381,2665,5,0.0,3,4,2,1,264.0,3,1304,3,4,1,4,3,1.0,336.0,3,3,141,115000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,44,44,44.0,3.0
50.0,5250,8,0.0,3,3,1,2,684.0,2,2358,3,8,0,0,0,0.0,0.0,0,0,0,122000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,148,33,33.0,2.0
70.0,18044,8,0.0,4,4,1,1,279.0,4,2726,4,6,1,4,3,2.0,691.0,4,4,216,315000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,34,34,34.0,4.0
79.0,9245,7,0.0,4,4,3,1,939.0,5,1797,4,8,0,0,2,2.0,639.0,3,3,144,213500,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,14,14,14.0,4.0
60.0,7200,5,0.0,3,0,0,0,0.0,3,1040,3,5,0,0,1,2.0,625.0,3,3,0,109500,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,70,70,70.0,1.0
50.0,6000,5,0.0,3,3,1,5,789.0,5,789,3,5,0,0,1,1.0,250.0,3,3,0,115000,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,72,70,72.0,1.0
34.0,3628,7,0.0,4,4,1,1,1143.0,5,1143,4,5,1,4,2,2.0,588.0,3,3,0,176400,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,16,16,16.0,3.0
80.96551724137932,9156,6,0.0,3,3,1,1,1489.0,4,1489,4,7,1,4,2,2.0,462.0,3,3,0,185750,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,52,52,52.0,2.0
73.0,9066,8,320.0,4,4,2,6,1004.0,5,1852,4,7,2,3,3,3.0,660.0,3,3,224,230000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,21,20,21.0,4.0
64.0,6410,4,0.0,3,3,1,1,960.0,5,960,3,5,0,0,0,0.0,0.0,0,0,0,90000,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,62,62,62.0,1.0
54.0,7244,5,0.0,3,4,3,5,768.0,5,768,3,5,0,0,1,2.0,624.0,3,3,104,129500,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,50,50,33.0,2.0
72.0,10152,6,0.0,3,3,3,4,1124.0,5,1124,3,6,1,3,3,1.0,353.0,3,3,0,153000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,64,26,64.0,2.0
30.0,3000,6,76.0,4,4,3,6,612.0,5,1224,4,4,0,0,2,2.0,528.0,3,3,0,173733,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,11,11,11.0,4.0
63.0,7500,6,0.0,3,4,1,1,1100.0,5,1100,3,6,0,0,0,0.0,0.0,0,0,0,146000,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,14,13,13.0,3.0
120.0,17360,6,340.0,3,3,1,3,782.0,3,1556,3,6,1,4,1,2.0,470.0,3,3,0,172500,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,71,70,71.0,2.0
75.47692307692307,15957,6,0.0,3,4,4,6,1244.0,3,1356,3,6,1,3,3,2.0,528.0,3,3,1424,188000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,43,43,43.0,4.0
80.0,9600,6,0.0,3,4,4,5,1262.0,5,1262,3,6,1,3,2,2.0,460.0,3,3,298,181500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,44,44,44.0,4.0
43.0,10667,7,0.0,4,4,3,6,799.0,5,1661,4,6,1,3,2,2.0,550.0,3,3,158,212000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,24,24,24.0,5.0
81.0,10530,7,68.0,3,3,1,1,945.0,3,1857,3,8,1,3,2,2.0,482.0,3,3,400,188900,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,42,42,42.0,4.0
50.0,5000,3,0.0,2,2,1,2,666.0,2,666,4,4,0,0,0,0.0,0.0,0,0,0,64500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,74,70,70.0,3.0
92.5,17082,6,288.0,3,4,3,5,1117.0,5,1981,4,8,1,3,3,2.0,522.0,3,3,336,230000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,42,28,42.0,5.0
74.0,16287,5,0.0,3,3,1,5,901.0,3,1351,3,7,1,4,1,2.0,576.0,3,3,0,122000,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,95,70,45.0,2.0
65.0,11050,5,0.0,3,3,1,2,1005.0,5,1005,3,6,1,3,1,1.0,319.0,3,3,0,133500,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,64,64,64.0,1.0
60.0,10440,6,0.0,4,4,1,2,1510.0,5,2792,3,8,2,3,1,2.0,520.0,2,3,0,256000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,100,70,100.0,2.0
41.0,2665,5,0.0,3,4,1,5,550.0,3,1475,3,6,1,3,1,1.0,336.0,3,3,92,129500,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,44,44,44.0,2.0
80.0,10389,8,320.0,4,4,1,6,1978.0,5,1978,4,8,1,4,2,3.0,850.0,3,3,188,318000,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,17,17,17.0,5.0
70.0,9658,8,383.0,4,4,1,1,1598.0,4,1606,4,6,1,4,2,3.0,871.0,3,3,230,255900,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,14,14,14.0,2.0
63.0,7500,6,0.0,3,4,1,1,1158.0,5,1158,4,5,0,0,0,0.0,0.0,0,0,0,143500,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,16,16,16.0,3.0
79.0,14122,8,240.0,4,5,1,6,1822.0,5,1822,5,8,1,4,2,3.0,678.0,3,3,0,259000,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,15,14,15.0,2.0
69.27272727272727,21000,6,184.0,3,4,2,5,1809.0,3,2259,4,7,2,4,1,2.0,450.0,3,3,166,217000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,67,67,67.0,3.0
70.0,8737,6,0.0,3,4,1,3,1065.0,5,1635,3,6,1,4,1,2.0,440.0,3,3,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,97,70,70.0,3.0
75.19245283018869,8750,5,76.0,3,3,1,4,1002.0,3,1002,3,5,0,0,1,2.0,902.0,3,3,0,148500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,50,50,47.0,2.0
73.0,8499,6,0.0,3,4,1,1,616.0,5,1412,4,6,1,4,3,2.0,432.0,3,3,0,156932,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,14,13,13.0,4.0
72.0,11072,5,0.0,3,3,1,1,1728.0,3,1728,3,10,0,0,1,2.0,576.0,3,3,0,145000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,55,55,33.0,2.0
64.0,6762,7,0.0,4,4,3,6,1282.0,5,1290,4,6,1,4,2,2.0,662.0,3,3,168,200000,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,13,13,13.0,3.0
105.0,15431,10,400.0,5,5,4,6,1994.0,5,2046,5,7,2,4,3,3.0,878.0,3,3,188,450000,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,15,14,15.0,5.0
34.0,3230,6,894.0,3,4,1,6,729.0,4,1471,3,6,0,0,1,2.0,440.0,3,3,0,172500,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,21,21,21.0,4.0
90.0,10800,6,0.0,3,3,1,5,1522.0,3,2614,3,9,1,3,2,2.0,624.0,3,3,38,240000,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,46,23,46.0,4.0
102.0,11143,8,0.0,4,4,1,1,1580.0,5,2466,4,8,1,4,2,2.0,610.0,3,3,159,340000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,16,15,16.0,3.0
73.0,8925,8,0.0,4,4,3,6,1466.0,5,1466,4,7,0,0,3,3.0,610.0,3,3,100,201000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,13,13,13.0,2.0
120.0,10356,5,0.0,3,3,3,4,969.0,3,969,3,5,0,0,1,2.0,440.0,3,3,0,122000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,45,45,45.0,3.0
93.0,12299,7,67.0,3,4,1,6,1529.0,3,1664,4,7,1,3,3,2.0,663.0,3,3,0,213000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,42,35,42.0,3.0
90.0,9900,6,0.0,4,3,1,3,1680.0,3,1691,3,5,0,0,1,2.0,550.0,4,3,0,175000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,53,53,53.0,2.0
64.0,6762,7,108.0,4,4,1,6,1208.0,5,1208,4,6,0,0,2,2.0,628.0,3,3,105,195400,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,13,13,13.0,3.0
75.0,11625,5,172.0,3,3,1,4,1052.0,3,1052,3,6,1,1,3,1.0,668.0,3,3,0,113500,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,53,53,36.0,3.0
65.0,6435,6,0.0,3,3,1,1,972.0,4,1577,2,6,1,4,1,1.0,312.0,3,3,0,140200,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,81,70,81.0,1.0
65.0,8450,5,90.0,3,3,1,4,882.0,3,909,3,5,0,0,1,1.0,294.0,3,3,0,116000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,52,52,52.0,1.0
88.0,11577,9,382.0,5,4,4,6,1838.0,5,1838,5,9,1,4,3,3.0,682.0,3,3,161,359900,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,15,14,15.0,3.0
50.0,8340,6,62.0,3,4,3,6,675.0,3,1388,3,6,0,0,1,1.0,317.0,3,3,406,157500,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,43,43,43.0,3.0
92.5,10708,5,0.0,4,3,1,2,1617.0,5,1867,3,7,3,4,3,1.0,303.0,3,3,476,190000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,65,27,65.0,2.0
60.0,6911,5,0.0,3,3,2,2,1145.0,3,1301,2,5,0,0,1,2.0,440.0,3,3,0,100000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,96,70,55.0,1.0
80.0,8800,6,425.0,3,3,1,4,1251.0,3,1251,3,6,2,4,2,1.0,461.0,3,3,0,160000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,56,56,56.0,2.0
65.0,10739,7,68.0,4,4,1,6,1431.0,5,1444,4,6,0,0,2,2.0,577.0,3,3,144,203000,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,18,19,18.0,3.0
88.30555555555556,9572,8,336.0,4,5,1,6,1453.0,5,2810,4,9,1,5,2,2.0,750.0,4,4,500,302000,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,30,30,30.0,4.0
50.0,8012,6,0.0,3,4,1,4,923.0,3,923,3,5,1,3,2,1.0,264.0,3,3,80,143000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,40,40,40.0,2.0
66.0,16226,8,0.0,4,4,1,6,1028.0,5,2452,4,9,1,3,3,2.0,683.0,3,3,208,267000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,22,21,22.0,4.0
75.19245283018869,10899,4,0.0,3,0,0,0,0.0,3,1224,3,8,0,0,1,3.0,530.0,3,3,0,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,56,56.0,2.0
32.0,4500,6,443.0,3,5,1,6,1237.0,5,1337,3,5,0,0,3,2.0,405.0,3,3,0,153500,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,22,22,22.0,3.0
72.77464788732394,16647,5,0.0,3,4,4,5,1390.0,3,1701,3,6,2,3,3,2.0,611.0,3,3,0,171000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45,39,45.0,3.0
62.0,8707,4,0.0,3,3,1,1,1093.0,3,1669,3,9,0,0,1,1.0,288.0,2,3,0,107000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,96,70,96.0,3.0
66.0,8300,6,86.0,3,3,2,3,952.0,4,952,3,5,0,0,1,1.0,288.0,3,3,0,128500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52,52,52.0,2.0
72.0,9770,5,0.0,3,3,1,3,922.0,3,922,3,5,0,0,1,1.0,308.0,3,3,0,116000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,63,63,63.0,2.0
80.0,17400,5,0.0,3,3,1,5,1126.0,2,1126,3,5,1,4,2,2.0,484.0,3,3,295,160000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,43,43,43.0,3.0
39.0,5070,8,0.0,4,4,2,1,1280.0,5,1280,4,5,0,0,2,2.0,506.0,3,3,0,180000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,28,28,28.0,2.0
66.0,7920,5,32.0,3,3,1,5,914.0,5,914,5,5,0,0,2,1.0,368.0,3,4,120,133000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,50,18,50.0,1.0
78.0,7020,7,200.0,3,4,4,6,1288.0,4,1368,3,8,0,0,3,4.0,784.0,3,3,0,215000,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,23,23,23.0,4.0
69.27272727272727,7500,6,0.0,3,3,1,4,771.0,2,1494,4,7,2,4,1,1.0,213.0,3,3,0,177500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,78,70,78.0,1.0
76.0,10612,8,248.0,4,4,2,6,1524.0,4,1534,4,7,1,4,3,2.0,484.0,3,3,168,215000,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,14,14,14.0,2.0
51.0,6120,5,0.0,3,3,1,2,952.0,3,1582,3,6,1,4,1,1.0,250.0,2,3,189,150000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,82,70,82.0,2.0
90.0,12376,7,0.0,3,4,2,6,1673.0,4,3222,4,11,2,3,1,3.0,594.0,3,3,367,320000,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,30,30,30.0,4.0
100.0,10004,6,180.0,3,3,1,3,1516.0,3,1516,3,6,0,0,2,2.0,472.0,3,3,0,167000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,56,56,56.0,3.0
55.0,8250,5,0.0,3,0,0,0,0.0,3,1032,3,6,1,3,1,1.0,260.0,3,3,0,125000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,85,70,81.0,1.0
103.0,12205,3,0.0,3,2,1,1,448.0,4,1588,3,6,0,0,0,0.0,0.0,0,0,0,65000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,71,28,28.0,2.0
103.0,11175,7,0.0,4,4,3,1,1316.0,5,1316,4,6,1,4,3,2.0,440.0,3,3,0,200141,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,13,13,13.0,2.0
85.0,9965,7,0.0,4,4,1,1,1528.0,5,1528,4,6,1,3,1,2.0,480.0,3,3,0,235876,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,13,13,13.0,7.0
50.0,8660,5,0.0,3,3,1,1,760.0,5,2168,4,11,0,0,1,2.0,576.0,3,3,467,123000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,120,27,22.0,2.0
82.0,12375,5,41.0,3,3,1,4,806.0,3,1422,3,7,1,3,1,1.0,288.0,3,3,0,137500,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,69,69,69.0,2.0
60.0,8070,4,0.0,3,4,1,6,990.0,5,990,3,5,0,0,0,0.0,0.0,0,0,0,123600,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,26,25,25.0,2.0
84.0,8658,6,101.0,3,3,1,3,1088.0,5,1324,3,6,1,3,2,2.0,440.0,3,3,0,160000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,55,55,55.0,2.0
72.02564102564102,8063,6,0.0,3,4,1,1,924.0,5,1690,3,7,1,3,2,2.0,463.0,3,3,100,181000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,20,20,20.0,4.0
49.0,8235,5,0.0,3,3,1,2,825.0,3,825,3,4,0,0,2,2.0,720.0,3,3,140,125000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,65,25,57.0,2.0
78.0,11700,6,0.0,3,3,1,3,727.0,5,1556,3,8,0,0,1,2.0,441.0,3,3,0,154000,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,52,52,52.0,3.0
74.0,12961,6,0.0,4,4,2,6,1152.0,5,1797,4,7,1,2,3,2.0,616.0,3,3,162,231000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,27,26,27.0,5.0
65.0,8450,5,0.0,3,3,1,4,1056.0,5,1056,3,6,1,2,1,1.0,304.0,3,3,0,142000,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,52,52,52.0,2.0
90.0,22950,10,0.0,4,3,2,1,1107.0,5,3608,5,12,2,3,1,3.0,840.0,5,3,0,475000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,128,27,27.0,4.0
41.0,5748,8,473.0,4,5,4,6,1573.0,5,1778,5,5,1,4,3,2.0,495.0,3,3,123,375000,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,15,14,15.0,4.0
70.0,10500,4,0.0,3,3,1,5,864.0,3,864,3,5,1,1,0,0.0,0.0,0,0,0,115000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49,49,49.0,1.0
62.0,7500,7,0.0,4,4,1,6,1221.0,5,1221,4,6,0,0,2,2.0,400.0,3,3,0,185000,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,16,15,16.0,3.0
62.0,10042,6,0.0,3,3,1,2,660.0,3,865,3,4,1,4,1,1.0,216.0,3,3,0,108500,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,100,25,100.0,2.0
24.0,2544,7,0.0,4,4,1,1,600.0,5,1223,4,4,0,0,2,2.0,480.0,3,3,0,147400,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,15,15,15.0,4.0
35.0,3768,7,218.0,4,4,1,6,691.0,5,1452,4,6,0,0,1,2.0,506.0,3,3,0,156000,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,21,21,21.0,5.0
61.6031746031746,10320,5,0.0,3,3,1,1,880.0,4,1308,3,6,0,0,1,2.0,400.0,2,2,0,120000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,105,42,70.0,2.0
61.0,9734,7,0.0,4,4,2,6,384.0,5,1374,4,7,0,0,3,2.0,400.0,3,3,0,167000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,16,16,16.0,4.0
43.0,3182,7,14.0,4,4,1,6,1346.0,5,1504,4,7,1,4,3,2.0,437.0,3,3,156,191000,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,15,14,15.0,2.0
56.0,8872,6,0.0,3,4,1,1,384.0,4,1384,3,7,1,3,3,2.0,390.0,3,3,0,161500,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,23,23,23.0,4.0
70.0,12198,5,0.0,3,3,3,3,1204.0,3,1411,3,7,1,3,2,1.0,310.0,3,3,278,130000,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,65,45,65.0,1.0
80.0,8480,5,0.0,3,3,1,6,970.0,3,970,3,5,0,0,1,2.0,624.0,3,3,0,132500,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,57,57,24.0,2.0
72.77464788732394,10200,5,0.0,3,4,3,5,864.0,5,904,4,5,0,0,1,3.0,912.0,3,3,143,144000,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,50,50,41.0,1.0
64.51181102362204,9555,5,0.0,3,0,0,0,0.0,3,2233,3,11,0,0,3,2.0,579.0,3,4,0,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,41,41.0,4.0
60.0,7200,4,0.0,3,3,1,3,385.0,4,875,4,5,0,0,1,2.0,728.0,3,3,352,117000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,48,14,45.0,1.0
60.0,6780,6,0.0,3,3,3,6,520.0,4,754,3,5,0,0,0,0.0,0.0,0,0,53,84500,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,85,38,38.0,2.0
92.5,53227,4,0.0,3,4,4,4,1364.0,5,1663,4,6,2,4,3,2.0,529.0,3,3,224,256000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,66,26,66.0,2.0
70.0,9100,5,0.0,3,3,1,4,925.0,5,925,3,5,0,0,1,1.0,429.0,3,3,0,117500,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,55,55,55.0,3.0
130.0,9600,5,0.0,4,3,1,3,728.0,5,1308,3,7,2,3,1,1.0,256.0,3,3,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,70,80.0,4.0
81.0,14175,5,0.0,3,3,1,3,1240.0,4,1375,3,6,1,4,1,1.0,323.0,3,3,0,187000,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,64,22,64.0,2.0
110.0,14277,8,280.0,4,5,2,6,1317.0,5,2385,4,7,1,4,3,3.0,818.0,3,3,192,350000,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,17,17,17.0,5.0
60.0,9000,5,0.0,3,4,2,1,896.0,3,1792,3,8,0,0,1,2.0,480.0,3,3,0,133000,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,46,46,38.0,6.0
105.0,13693,8,554.0,4,5,4,6,2418.0,5,2464,5,9,1,5,3,3.0,650.0,3,3,358,417500,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,13,13,13.0,5.0
51.0,3635,7,130.0,4,4,1,5,1386.0,5,1569,4,7,1,3,2,3.0,660.0,3,3,143,175900,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,13,13,13.0,4.0
84.0,10933,9,242.0,5,5,4,6,1555.0,5,1680,5,8,1,4,3,3.0,1138.0,3,3,185,323262,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,11,11,11.0,4.0
65.0,8450,7,0.0,4,4,2,6,1337.0,5,1337,4,6,0,0,2,2.0,531.0,3,3,0,185000,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,17,17,17.0,3.0
60.0,8550,6,0.0,3,3,1,4,816.0,5,816,3,4,1,2,1,1.0,240.0,3,3,228,129800,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,86,70,71.0,2.0
95.0,12182,7,226.0,4,4,2,4,1541.0,5,1541,4,7,1,4,2,2.0,532.0,3,3,0,220000,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,15,15,15.0,2.0
51.0,6120,4,0.0,3,3,1,1,884.0,5,1573,4,6,0,0,1,1.0,240.0,3,3,0,133000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,85,25,85.0,1.0
60.0,10800,4,0.0,3,3,1,1,832.0,3,1461,3,6,0,0,1,1.0,384.0,3,3,0,133500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,71,24,71.0,2.0
75.47692307692307,12760,6,0.0,3,3,1,1,1958.0,3,2048,3,9,0,0,1,2.0,776.0,3,3,0,170000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,44,44.0,3.0
72.02564102564102,7655,6,0.0,3,4,1,1,903.0,4,1642,3,7,1,3,2,2.0,392.0,3,3,290,168000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,27,26,27.0,4.0
60.0,10560,6,0.0,3,2,1,3,738.0,5,1470,3,6,0,0,1,2.0,624.0,3,3,0,140750,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,98,26,50.0,3.0
60.0,7500,6,0.0,3,4,1,1,938.0,5,2299,3,7,1,3,3,2.0,482.0,3,3,188,204000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,21,17,21.0,5.0
72.02564102564102,9505,7,180.0,4,4,1,1,884.0,5,2035,4,8,1,4,3,2.0,434.0,3,3,144,222500,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,19,19,19.0,4.0
